X	Y	Z
3	-2	2.57127E-06
3	-1.9	5.14349E-06
3	-1.8	9.9295E-06
3	-1.7	1.84993E-05
3	-1.6	3.32615E-05
3	-1.5	5.77146E-05
3	-1.4	9.66471E-05
3	-1.3	0.000156189
3	-1.2	0.000243596
3	-1.1	0.000366647
3	-1	0.00053258
3	-0.9	0.000746586
3	-0.8	0.001010027
3	-0.7	0.001318697
3	-0.6	0.001661557
3	-0.5	0.002020431
3	-0.4	0.002370998
3	-0.3	0.0026852
3	-0.2	0.002934814
3	-0.1	0.003095587
3	0	0.003151111
3	0.1	0.003095587
3	0.2	0.002934814
3	0.3	0.0026852
3	0.4	0.002370998
3	0.5	0.002020431
3	0.6	0.001661557
3	0.7	0.001318697
3	0.8	0.001010027
3	0.9	0.000746586
3	1	0.00053258
3	1.1	0.000366647
3	1.2	0.000243596
3	1.3	0.000156189
3	1.4	9.66471E-05
3	1.5	5.77146E-05
3	1.6	3.32615E-05
3	1.7	1.84993E-05
3	1.8	9.9295E-06
3	1.9	5.14349E-06
3	2	2.57127E-06
3	2.1	1.2405E-06
3	2.2	5.77565E-07
3	2.3	2.59517E-07
3	2.4	1.12535E-07
3	2.5	4.70944E-08
3	2.6	1.90199E-08
3	2.7	7.41323E-09
3	2.8	2.78846E-09
3	2.9	1.01223E-09
3	3	3.54611E-10
